Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2013-04-01,XU100.IS,858.1199951171875,863.708984375,856.8309936523438,861.1229858398438,861.118408203125,35564600000.0
2013-04-02,XU100.IS,860.9169921875,862.8909912109375,853.5809936523438,860.2670288085938,860.262451171875,46798700000.0
2013-04-03,XU100.IS,861.9099731445312,863.6630249023438,848.6010131835938,848.6010131835938,848.5964965820312,48409400000.0
2013-04-04,XU100.IS,848.0380249023438,848.0380249023438,832.43798828125,832.43798828125,832.43359375,51145300000.0
2013-04-05,XU100.IS,835.364013671875,835.364013671875,820.7130126953125,820.7130126953125,820.7086791992188,51975700000.0
2013-04-08,XU100.IS,822.9979858398438,834.1649780273438,820.3319702148438,833.4650268554688,833.4606323242188,44369800000.0
2013-04-09,XU100.IS,835.9829711914062,837.81201171875,825.1400146484375,827.7039794921875,827.6995849609375,46888400000.0
2013-04-10,XU100.IS,828.6589965820312,830.885986328125,822.0440063476562,824.0430297851562,824.0386352539062,43025200000.0
2013-04-11,XU100.IS,830.3880004882812,841.7540283203125,830.3880004882812,841.0260009765625,841.0215454101562,51100300000.0
2013-04-12,XU100.IS,843.1680297851562,848.3629760742188,839.4450073242188,845.8109741210938,845.8064575195312,45357200000.0
2013-04-15,XU100.IS,843.1060180664062,855.364990234375,841.5029907226562,851.072998046875,851.0684814453125,50738000000.0
2013-04-16,XU100.IS,851.6530151367188,859.1119995117188,842.9949951171875,847.0560302734375,847.051513671875,65477000000.0
2013-04-17,XU100.IS,850.0709838867188,852.8779907226562,841.1849975585938,843.97900390625,843.9745483398438,45847600000.0
2013-04-18,XU100.IS,845.176025390625,848.1719970703125,826.1099853515625,830.3829956054688,830.3786010742188,44645800000.0
2013-04-19,XU100.IS,834.6849975585938,834.9199829101562,823.22998046875,832.85498046875,832.8505859375,40312700000.0
2013-04-22,XU100.IS,836.1129760742188,841.3980102539062,832.3660278320312,840.2340087890625,840.2295532226562,28308200000.0
2013-04-24,XU100.IS,847.4869995117188,850.2680053710938,845.3569946289062,847.8040161132812,847.7994995117188,53851000000.0
2013-04-25,XU100.IS,849.6240234375,855.7319946289062,845.6669921875,849.4349975585938,849.4304809570312,49497000000.0
2013-04-26,XU100.IS,850.4169921875,853.6229858398438,845.0689697265625,851.1229858398438,851.1184692382812,42007100000.0
2013-04-29,XU100.IS,853.2550048828125,856.5570068359375,846.2760009765625,851.5419921875,851.5374755859375,45578800000.0
2013-04-30,XU100.IS,855.7069702148438,864.9949951171875,851.7429809570312,860.4600219726562,860.4554443359375,56927400000.0
2013-05-02,XU100.IS,862.5540161132812,888.0449829101562,860.6290283203125,886.697021484375,886.6923217773438,59942400000.0
2013-05-03,XU100.IS,889.7119750976562,899.8670043945312,884.2169799804688,890.93701171875,890.9323120117188,61584000000.0
2013-05-06,XU100.IS,890.5560302734375,898.8330078125,887.5989990234375,897.1480102539062,897.1432495117188,42381900000.0
2013-05-07,XU100.IS,899.5430297851562,903.72998046875,890.155029296875,894.594970703125,894.5902099609375,56578600000.0
2013-05-08,XU100.IS,897.385986328125,910.8519897460938,893.6079711914062,908.52197265625,908.5171508789062,65156900000.0
2013-05-09,XU100.IS,910.3759765625,913.7169799804688,896.1489868164062,899.31201171875,899.3072509765625,54566800000.0
2013-05-10,XU100.IS,902.1829833984376,903.4099731445312,888.7260131835938,895.6890258789062,895.6842651367188,47761900000.0
2013-05-13,XU100.IS,893.6749877929688,901.5980224609376,889.2680053710938,897.6519775390625,897.647216796875,47703600000.0
2013-05-14,XU100.IS,903.8619995117188,913.385986328125,901.5230102539062,912.8709716796876,912.8661499023438,48621000000.0
2013-05-15,XU100.IS,915.4949951171876,922.510009765625,914.2880249023438,921.1209716796876,921.1160888671876,62549500000.0
2013-05-16,XU100.IS,922.3579711914062,927.3930053710938,915.7570190429688,919.4669799804688,919.4620971679688,59328200000.0
2013-05-17,XU100.IS,930.958984375,931.1630249023438,916.8189697265624,919.2479858398438,919.2431030273438,64084700000.0
2013-05-20,XU100.IS,921.72900390625,924.7449951171876,899.7570190429688,901.6510009765624,901.646240234375,52371300000.0
2013-05-21,XU100.IS,907.5089721679688,914.2169799804688,902.4119873046876,911.9080200195312,911.9031982421876,52061100000.0
2013-05-22,XU100.IS,915.1420288085938,933.9829711914062,911.8909912109376,931.7890014648438,931.7840576171876,56072100000.0
2013-05-23,XU100.IS,911.698974609375,918.4459838867188,906.14501953125,913.5139770507812,913.5091552734376,55196200000.0
2013-05-24,XU100.IS,917.0650024414062,923.1179809570312,908.7039794921876,910.1630249023438,910.158203125,58068800000.0
2013-05-27,XU100.IS,911.6920166015624,911.8629760742188,903.0599975585938,905.468017578125,905.4631958007812,53739400000.0
2013-05-28,XU100.IS,910.97802734375,916.281982421875,898.2000122070312,899.1640014648438,899.1592407226562,72891300000.0
2013-05-29,XU100.IS,891.1119995117188,891.1119995117188,871.4580078125,871.7449951171875,871.7403564453125,60349500000.0
2013-05-30,XU100.IS,870.3720092773438,876.6320190429688,866.5460205078125,871.7020263671875,871.6973876953125,50050200000.0
2013-05-31,XU100.IS,872.7860107421875,875.2479858398438,848.6740112304688,859.9000244140625,859.8954467773438,67286300000.0
2013-06-03,XU100.IS,804.6300048828125,822.1849975585938,769.8369750976562,769.8369750976562,769.8328857421875,78769200000.0
2013-06-04,XU100.IS,784.1389770507812,811.468017578125,784.1389770507812,807.3330078125,807.3287353515625,76868500000.0
2013-06-05,XU100.IS,801.7769775390625,806.5789794921875,788.0969848632812,796.3679809570312,796.36376953125,64505900000.0
2013-06-06,XU100.IS,791.6630249023438,797.2960205078125,730.3369750976562,758.9530029296875,758.948974609375,81883400000.0
2013-06-07,XU100.IS,758.344970703125,786.322021484375,751.0819702148438,783.3259887695312,783.3218383789062,72829300000.0
2013-06-10,XU100.IS,769.0330200195312,778.5399780273438,759.8590087890625,763.8619995117188,763.8579711914062,60376500000.0
2013-06-11,XU100.IS,770.468994140625,781.1019897460938,743.0700073242188,750.4099731445312,750.406005859375,74090200000.0
2013-06-12,XU100.IS,755.3740234375,769.0029907226562,753.4130249023438,768.8070068359375,768.8029174804688,56516600000.0
2013-06-13,XU100.IS,766.68798828125,778.1740112304688,764.885986328125,764.885986328125,764.8819580078125,55925300000.0
2013-06-14,XU100.IS,780.2839965820312,800.4829711914062,780.2839965820312,800.1110229492188,800.1067504882812,70950600000.0
2013-06-17,XU100.IS,785.9619750976562,803.0650024414062,782.9110107421875,789.4650268554688,789.4608154296875,54588600000.0
2013-06-18,XU100.IS,794.2680053710938,797.8469848632812,776.9359741210938,777.39599609375,777.391845703125,46644000000.0
2013-06-19,XU100.IS,783.8109741210938,791.8519897460938,778.6259765625,788.3460083007812,788.341796875,41320200000.0
2013-06-20,XU100.IS,769.7630004882812,769.8259887695312,734.6190185546875,734.6190185546875,734.6151123046875,75061500000.0
2013-06-21,XU100.IS,742.6900024414062,748.4769897460938,724.9660034179688,731.0180053710938,731.0140991210938,66006400000.0
2013-06-24,XU100.IS,727.18701171875,735.3679809570312,700.9400024414062,706.405029296875,706.4013061523438,60435800000.0
2013-06-25,XU100.IS,715.4229736328125,731.6959838867188,710.97998046875,712.14599609375,712.1422119140625,62802600000.0
2013-06-26,XU100.IS,718.177001953125,740.135009765625,717.0830078125,738.5150146484375,738.5111083984375,53353700000.0
2013-06-27,XU100.IS,746.2059936523438,760.676025390625,746.2059936523438,757.614990234375,757.6109619140625,59764700000.0
2013-06-28,XU100.IS,763.427978515625,770.1599731445312,744.2319946289062,762.9450073242188,762.9409790039062,68211200000.0
2013-07-01,XU100.IS,764.2379760742188,769.0809936523438,756.7009887695312,767.3660278320312,767.3619384765625,38760800000.0
2013-07-02,XU100.IS,769.656982421875,769.656982421875,759.9349975585938,764.3880004882812,764.3839721679688,39983400000.0
2013-07-03,XU100.IS,758.4329833984375,758.4329833984375,732.9450073242188,737.18701171875,737.18310546875,50339500000.0
2013-07-04,XU100.IS,742.197021484375,755.6929931640625,733.9769897460938,754.0960083007812,754.0919799804688,45969100000.0
2013-07-05,XU100.IS,756.3720092773438,758.06298828125,730.5020141601562,731.1179809570312,731.1140747070312,51811600000.0
2013-07-08,XU100.IS,732.5700073242188,736.4310302734375,714.0269775390625,716.822998046875,716.8192138671875,49348000000.0
2013-07-09,XU100.IS,724.8300170898438,730.7750244140625,717.3200073242188,719.8159790039062,719.8121337890625,53608900000.0
2013-07-10,XU100.IS,726.0850219726562,731.3319702148438,704.093994140625,710.7410278320312,710.7372436523438,62737700000.0
2013-07-11,XU100.IS,728.5349731445312,731.68798828125,711.7410278320312,717.8989868164062,717.8952026367188,70911600000.0
2013-07-12,XU100.IS,720.2869873046875,739.3579711914062,715.1900024414062,739.219970703125,739.216064453125,65073400000.0
2013-07-15,XU100.IS,742.7550048828125,762.280029296875,742.0040283203125,762.280029296875,762.2760009765625,71129900000.0
2013-07-16,XU100.IS,761.802978515625,765.4290161132812,752.3679809570312,756.781005859375,756.7769775390625,61549600000.0
2013-07-17,XU100.IS,758.0430297851562,772.5540161132812,754.2620239257812,770.7210083007812,770.7169189453125,74828500000.0
2013-07-18,XU100.IS,770.5960083007812,776.6300048828125,763.8410034179688,770.22802734375,770.2239379882812,74825000000.0
2013-07-19,XU100.IS,768.572998046875,770.2210083007812,757.60400390625,758.739990234375,758.7359619140625,49507900000.0
2013-07-22,XU100.IS,761.8179931640625,763.9559936523438,754.4739990234375,758.1599731445312,758.1559448242188,39995500000.0
2013-07-23,XU100.IS,761.8079833984375,771.7630004882812,751.802001953125,753.6810302734375,753.677001953125,57746400000.0
2013-07-24,XU100.IS,755.0339965820312,757.1279907226562,739.208984375,740.1519775390625,740.1480712890625,51630300000.0
2013-07-25,XU100.IS,736.25,739.5880126953125,724.552001953125,738.4970092773438,738.4931030273438,64442600000.0
2013-07-26,XU100.IS,740.0679931640625,741.823974609375,724.7329711914062,725.5499877929688,725.546142578125,53222700000.0
2013-07-29,XU100.IS,723.5230102539062,730.5269775390625,720.7009887695312,729.3889770507812,729.3851318359375,41017700000.0
2013-07-30,XU100.IS,736.4920043945312,745.6270141601562,734.8699951171875,744.2080078125,744.2040405273438,48374700000.0
2013-07-31,XU100.IS,743.052001953125,745.9340209960938,729.416015625,733.7750244140625,733.7711181640625,52689200000.0
2013-08-01,XU100.IS,742.5380249023438,743.927978515625,733.4539794921875,734.0180053710938,734.0140991210938,45409800000.0
2013-08-02,XU100.IS,735.4349975585938,742.3159790039062,728.27197265625,740.3280029296875,740.3240966796875,49326800000.0
2013-08-05,XU100.IS,741.6890258789062,748.9669799804688,740.198974609375,742.9010009765625,742.8970336914062,38112400000.0
2013-08-06,XU100.IS,742.7139892578125,744.9810180664062,737.333984375,740.3159790039062,740.3120727539062,26451900000.0
2013-08-07,XU100.IS,737.8519897460938,739.322998046875,735.447998046875,735.447998046875,735.444091796875,11513600000.0
2013-08-12,XU100.IS,742.64501953125,753.7449951171875,741.0819702148438,753.7449951171875,753.740966796875,40333400000.0
2013-08-13,XU100.IS,755.9979858398438,761.260986328125,751.5910034179688,755.1420288085938,755.1380004882812,53908100000.0
2013-08-14,XU100.IS,756.4310302734375,761.3410034179688,754.1790161132812,755.8590087890625,755.85498046875,39028800000.0
2013-08-15,XU100.IS,756.2969970703125,760.4149780273438,738.2520141601562,739.781982421875,739.778076171875,44334900000.0
2013-08-16,XU100.IS,740.4180297851562,744.677001953125,734.7239990234375,742.7540283203125,742.7500610351562,35742600000.0
2013-08-19,XU100.IS,736.9310302734375,736.9310302734375,723.8270263671875,723.8270263671875,723.8231811523438,39740400000.0
2013-08-20,XU100.IS,722.822021484375,725.60498046875,714.6339721679688,722.0430297851562,722.0391845703125,44784600000.0
2013-08-21,XU100.IS,722.281005859375,723.666015625,697.094970703125,697.094970703125,697.0912475585938,48381700000.0
2013-08-22,XU100.IS,688.3939819335938,688.9879760742188,673.4349975585938,683.0009765625,682.9973754882812,68724700000.0
2013-08-23,XU100.IS,687.1890258789062,689.1110229492188,672.9710083007812,679.322998046875,679.3193969726562,54985800000.0
2013-08-26,XU100.IS,682.1539916992188,689.4749755859375,673.1649780273438,687.75,687.746337890625,41837300000.0
2013-08-27,XU100.IS,676.3259887695312,677.9530029296875,654.7880249023438,655.198974609375,655.1954956054688,61810300000.0
2013-08-28,XU100.IS,645.239013671875,658.0390014648438,638.8770141601562,654.5239868164062,654.5205078125,70910400000.0
2013-08-29,XU100.IS,660.2789916992188,672.2930297851562,660.1019897460938,663.9439697265625,663.9404296875,62933700000.0
2013-09-02,XU100.IS,674.4630126953125,685.5050048828125,674.4630126953125,685.4539794921875,685.4503173828125,44817000000.0
2013-09-03,XU100.IS,688.2860107421875,688.2860107421875,668.6209716796875,669.7310180664062,669.7274780273438,53847200000.0
2013-09-04,XU100.IS,673.7540283203125,676.0980224609375,666.6840209960938,669.6580200195312,669.6544799804688,47147600000.0
2013-09-05,XU100.IS,669.3319702148438,672.2730102539062,662.1270141601562,667.1510009765625,667.1474609375,43134800000.0
2013-09-06,XU100.IS,667.68798828125,681.718994140625,664.6430053710938,672.323974609375,672.3204345703125,48870100000.0
2013-09-09,XU100.IS,679.583984375,696.8920288085938,679.3049926757812,696.8920288085938,696.8883056640625,51692600000.0
2013-09-10,XU100.IS,703.697021484375,719.5269775390625,703.6929931640625,717.8800048828125,717.876220703125,67566800000.0
2013-09-11,XU100.IS,715.5269775390625,724.3150024414062,712.6439819335938,717.7160034179688,717.7122192382812,65208500000.0
2013-09-12,XU100.IS,720.573974609375,727.7860107421875,713.1890258789062,727.2230224609375,727.2191772460938,61320400000.0
2013-09-13,XU100.IS,721.14697265625,727.7329711914062,714.635986328125,716.3499755859375,716.34619140625,58607800000.0
2013-09-16,XU100.IS,730.3109741210938,744.823974609375,730.3109741210938,742.5859985351562,742.58203125,67528400000.0
2013-09-17,XU100.IS,741.0260009765625,747.833984375,738.6129760742188,747.833984375,747.8300170898438,64327800000.0
2013-09-18,XU100.IS,749.2239990234375,751.6500244140625,744.9910278320312,746.60498046875,746.6010131835938,61175500000.0
