scenario,start,end,days,total_return,cagr,sharpe,max_dd,trade_count,rebalance_count,avg_n_stocks,active_days,flat_days,cost_drag,xau_total_aligned
base_cash_flat_lag1,2021-02-11,2026-01-29,1243,1.3182772513353682,0.18585589832105187,1.2429865105950766,-0.30351696198569,256,122,0.7506033789219629,400,843,0.05942857142857143,16.929910049011543
xau_when_flat_lag1,2021-02-11,2026-01-29,1243,17.26475315128554,0.8020783789174655,2.733232543535703,-0.2978605209332592,256,122,0.7506033789219629,400,843,0.05942857142857143,16.929910049011543
base_cash_flat_lag2,2021-02-11,2026-01-29,1243,1.376528346172977,0.19183716344027468,1.2808888515686478,-0.28887555520118013,256,122,0.7489943684633951,399,844,0.05942857142857143,16.929910049011543
xau_when_flat_lag2,2021-02-11,2026-01-29,1243,16.87664171040931,0.7942484807678247,2.7511882038500604,-0.28887555520118025,256,122,0.7489943684633951,399,844,0.05942857142857143,16.929910049011543
