Date,ma_200,above_ma,realized_vol_20d,vol_percentile,high_vol,simplified_regime,regime_label
2014-03-10,647.131142578125,0,0.23915979352925926,38.604651162790695,0,Bear,Bear
2014-03-11,646.1471228027344,0,0.2396717432734186,38.88888888888889,0,Bear,Bear
2014-03-12,645.2385021972656,0,0.2395404587861214,38.70967741935484,0,Bear,Bear
2014-03-13,644.5104223632812,0,0.23623556839441703,36.23853211009174,0,Bear,Bear
2014-03-14,643.9727819824219,0,0.22672842639571897,25.570776255707763,0,Bear,Bear
2014-03-17,643.2079431152343,0,0.22953126686825776,29.545454545454547,0,Bear,Bear
2014-03-18,642.6029223632812,1,0.22791668392375514,26.69683257918552,0,Bull,Bull
2014-03-19,642.2340014648438,1,0.2231237764183547,22.972972972972975,0,Bull,Bull
2014-03-20,642.0035620117187,1,0.2235552924032875,23.318385650224215,0,Bull,Bull
2014-03-21,641.3370227050781,1,0.22725194331568116,27.232142857142854,0,Bull,Bull
2014-03-24,640.4666625976563,0,0.23203401197632192,32.88888888888889,0,Bear,Bear
2014-03-25,639.7914636230469,1,0.20533866938585799,12.389380530973451,0,Bull,Bull
2014-03-26,639.710703125,1,0.2543281183106722,48.89867841409692,0,Bull,Bull
2014-03-27,639.7516638183594,1,0.2598756899183215,51.31578947368421,0,Bull,Bull
2014-03-28,640.4481237792969,1,0.2753252266064843,54.14847161572053,0,Bull,Bull
2014-03-31,641.2426635742188,1,0.2563908919834964,49.130434782608695,0,Bull,Bull
2014-04-01,642.1504028320312,1,0.2439375942639942,43.290043290043286,0,Bull,Bull
2014-04-02,642.80654296875,1,0.2459669275593087,45.258620689655174,0,Bull,Bull
2014-04-03,644.0296423339844,1,0.24704191124620156,47.21030042918455,0,Bull,Bull
2014-04-04,645.6607214355469,1,0.23720834749150638,38.034188034188034,0,Bull,Bull
2014-04-07,647.2448010253906,1,0.23448982813902614,35.74468085106383,0,Bull,Bull
2014-04-08,649.325361328125,1,0.2386240618984063,38.983050847457626,0,Bull,Bull
2014-04-09,651.3933410644531,1,0.25904098325262576,51.47679324894515,0,Bull,Bull
2014-04-10,653.4831018066407,1,0.2583963715984875,51.26050420168067,0,Bull,Bull
2014-04-11,655.6587219238281,1,0.2608881723511618,53.13807531380753,0,Bull,Bull
2014-04-14,658.078662109375,1,0.26079830124812536,52.916666666666664,0,Bull,Bull
2014-04-15,660.0197216796874,1,0.2696214531090129,55.18672199170125,0,Bull,Bull
2014-04-16,662.0111022949219,1,0.26938699258605525,54.958677685950406,0,Bull,Bull
2014-04-17,663.8134814453125,1,0.2700120763257195,55.55555555555556,0,Bull,Bull
2014-04-18,665.5858215332031,1,0.26439894865082275,53.68852459016394,0,Bull,Bull
2014-04-21,667.4651208496093,1,0.2551617759697071,48.16326530612245,0,Bull,Bull
2014-04-22,669.2429809570312,1,0.2560819919982638,48.3739837398374,0,Bull,Bull
2014-04-24,670.8185009765625,1,0.21288193986744938,15.384615384615385,0,Bull,Bull
2014-04-25,672.3432409667969,1,0.2164468587231661,18.548387096774192,0,Bull,Bull
2014-04-28,673.8463610839843,1,0.1952456665175315,7.228915662650602,0,Bull,Bull
2014-04-29,675.189521484375,1,0.19403300895531864,7.199999999999999,0,Bull,Bull
2014-04-30,677.138681640625,1,0.20018240004295249,9.56175298804781,0,Bull,Bull
2014-05-02,679.49408203125,1,0.20625905221428573,13.492063492063492,0,Bull,Bull
2014-05-05,681.7100415039063,1,0.20513681041456483,11.904761904761903,0,Bull,Bull
2014-05-06,683.9709814453125,1,0.20051360623637074,9.126984126984127,0,Bull,Bull
2014-05-07,686.1272216796875,1,0.20094849202271714,9.126984126984127,0,Bull,Bull
2014-05-08,688.8588024902343,1,0.1922473746200416,5.952380952380952,0,Bull,Bull
2014-05-09,691.6708020019531,1,0.17512300738483272,4.365079365079365,0,Bull,Bull
2014-05-12,694.5020825195312,1,0.17305492708419265,3.968253968253968,0,Bull,Bull
2014-05-13,697.1467224121094,1,0.17143829069661148,3.571428571428571,0,Bull,Bull
2014-05-14,700.1184423828125,1,0.16546381173747846,2.7777777777777777,0,Bull,Bull
2014-05-15,702.5579821777344,1,0.15563089564852017,0.3968253968253968,0,Bull,Bull
2014-05-16,704.8709020996093,1,0.15635930002161655,0.7936507936507936,0,Bull,Bull
2014-05-20,707.1211218261719,1,0.1472409772752789,0.3968253968253968,0,Bull,Bull
2014-05-21,709.792841796875,1,0.155888761540135,1.1904761904761905,0,Bull,Bull
2014-05-22,712.8551818847657,1,0.16907138228017424,3.1746031746031744,0,Bull,Bull
2014-05-23,715.8541821289062,1,0.1675099111626537,2.7777777777777777,0,Bull,Bull
2014-05-26,718.9231018066406,1,0.1595500788830483,1.984126984126984,0,Bull,Bull
2014-05-27,721.7606616210937,1,0.15919678439396662,1.984126984126984,0,Bull,Bull
2014-05-28,724.7039611816406,1,0.15500057901264785,0.7936507936507936,0,Bull,Bull
2014-05-29,727.7244006347656,1,0.1603614046487761,3.1746031746031744,0,Bull,Bull
2014-05-30,730.4676611328125,1,0.1481295474202311,0.7936507936507936,0,Bull,Bull
2014-06-02,733.1000012207031,1,0.14413663550657152,0.3968253968253968,0,Bull,Bull
2014-06-03,735.8113806152344,1,0.14131765627718357,0.3968253968253968,0,Bull,Bull
2014-06-04,738.5724401855468,1,0.1437045929327641,0.7936507936507936,0,Bull,Bull
2014-06-05,741.7909411621093,1,0.1529618047678507,2.380952380952381,0,Bull,Bull
2014-06-06,744.9311608886719,1,0.15115463262679463,2.380952380952381,0,Bull,Bull
2014-06-09,747.53576171875,1,0.1495966913281063,2.380952380952381,0,Bull,Bull
2014-06-10,750.4604809570312,1,0.15221154392634964,3.1746031746031744,0,Bull,Bull
2014-06-11,752.4411413574219,1,0.19862121647271982,11.11111111111111,0,Bull,Bull
2014-06-12,754.4607421875,1,0.2006729681974536,12.698412698412698,0,Bull,Bull
2014-06-13,756.0915832519531,1,0.20026705326475244,12.3015873015873,0,Bull,Bull
2014-06-16,757.491123046875,1,0.21162872408992234,19.444444444444446,0,Bull,Bull
2014-06-17,758.785302734375,1,0.21183083860805493,19.841269841269842,0,Bull,Bull
2014-06-18,759.8873034667969,1,0.20522470598085427,15.873015873015872,0,Bull,Bull
2014-06-19,761.2009436035156,1,0.1965237175727981,11.11111111111111,0,Bull,Bull
2014-06-20,762.0917834472656,1,0.19912363559470325,11.904761904761903,0,Bull,Bull
2014-06-23,763.4713635253906,1,0.2020036840098651,15.476190476190476,0,Bull,Bull
2014-06-24,764.6385437011719,1,0.1959641242466683,11.11111111111111,0,Bull,Bull
2014-06-25,765.8908642578125,1,0.19509718183192423,10.714285714285714,0,Bull,Bull
2014-06-26,766.7567041015625,1,0.1898878267875991,9.920634920634921,0,Bull,Bull
2014-06-27,767.963583984375,1,0.19085418255608516,10.317460317460316,0,Bull,Bull
2014-06-30,769.18150390625,1,0.18871199314538067,9.523809523809524,0,Bull,Bull
2014-07-01,769.8905444335937,1,0.19845828080173036,13.492063492063492,0,Bull,Bull
2014-07-02,770.5617041015626,0,0.19799788042876545,13.492063492063492,0,Bear,Bear
2014-07-03,771.3780639648437,1,0.18888025860311278,9.920634920634921,0,Bull,Bull
2014-07-04,772.2510241699218,1,0.18610308853372406,9.126984126984127,0,Bull,Bull
2014-07-07,773.5629833984375,1,0.19827541516567965,14.682539682539684,0,Bull,Bull
2014-07-08,775.1434033203125,1,0.1939415684220609,12.3015873015873,0,Bull,Bull
2014-07-09,776.5554638671875,1,0.15553857560131498,4.365079365079365,0,Bull,Bull
2014-07-10,777.802783203125,1,0.15616556356205477,5.555555555555555,0,Bull,Bull
2014-07-11,778.9013623046875,1,0.15663553834802976,6.349206349206349,0,Bull,Bull
2014-07-14,779.9938623046875,1,0.15144252662048133,3.1746031746031744,0,Bull,Bull
2014-07-15,781.29072265625,1,0.15254332157146286,3.968253968253968,0,Bull,Bull
2014-07-16,782.7067626953125,1,0.1569700121450773,7.5396825396825395,0,Bull,Bull
2014-07-17,784.0699621582031,1,0.15539594504201887,5.158730158730158,0,Bull,Bull
2014-07-18,785.3765222167968,1,0.15153735987289083,3.571428571428571,0,Bull,Bull
2014-07-21,786.7179821777344,1,0.1477486931472685,1.984126984126984,0,Bull,Bull
2014-07-22,788.0369616699219,1,0.14598831017916253,1.5873015873015872,0,Bull,Bull
2014-07-23,789.4525817871094,1,0.145887509828946,1.5873015873015872,0,Bull,Bull
2014-07-24,791.0079614257812,1,0.13989393474320258,0.3968253968253968,0,Bull,Bull
2014-07-25,792.8058813476563,1,0.13989141699830915,0.3968253968253968,0,Bull,Bull
2014-07-31,794.235400390625,1,0.1716117021573102,13.492063492063492,0,Bull,Bull
2014-08-01,795.6031213378906,1,0.1552808675021713,7.5396825396825395,0,Bull,Bull
2014-08-04,796.6908605957032,1,0.15468191353711955,7.142857142857142,0,Bull,Bull
2014-08-05,797.2106005859375,1,0.16623055438236656,13.095238095238097,0,Bull,Bull
2014-08-06,797.4849401855469,0,0.17684734508096173,15.873015873015872,0,Bear,Bear
2014-08-07,797.5329602050781,0,0.16734911312610387,13.492063492063492,0,Bear,Bear
2014-08-08,797.866201171875,0,0.16742401691950506,13.88888888888889,0,Bear,Bear
2014-08-11,797.7213818359374,0,0.18805407073714714,17.46031746031746,0,Bear,Bear
2014-08-12,797.4268212890624,0,0.18640725561953314,17.46031746031746,0,Bear,Bear
2014-08-13,797.0925805664062,0,0.18213479276177125,17.063492063492063,0,Bear,Bear
2014-08-14,796.8768005371094,0,0.17091580051926172,15.079365079365079,0,Bear,Bear
2014-08-15,796.4515612792969,0,0.17009043976890967,15.079365079365079,0,Bear,Bear
2014-08-18,796.2430419921875,0,0.16567670501272197,13.095238095238097,0,Bear,Bear
2014-08-19,796.1376208496093,0,0.192685967494028,22.61904761904762,0,Bear,Bear
2014-08-20,795.8314807128907,0,0.1907138413569192,21.428571428571427,0,Bear,Bear
2014-08-21,795.4722204589843,0,0.19098703998500727,22.22222222222222,0,Bear,Bear
2014-08-22,794.9237414550781,0,0.1901362572116142,21.03174603174603,0,Bear,Bear
2014-08-25,794.9721020507812,0,0.19026184695731252,21.428571428571427,0,Bear,Bear
2014-08-26,795.1561022949219,1,0.19862395791889811,27.77777777777778,0,Bull,Bull
2014-08-27,795.4472619628906,1,0.19720660495214745,26.190476190476193,0,Bull,Bull
2014-08-28,796.0856628417969,1,0.17990261132719426,18.253968253968253,0,Bull,Bull
2014-08-29,796.5451037597657,1,0.18105467612762408,18.650793650793652,0,Bull,Bull
2014-09-01,797.0914636230468,1,0.18284024133058682,19.444444444444446,0,Bull,Bull
2014-09-02,797.4220031738281,1,0.17450238965153164,17.46031746031746,0,Bull,Bull
2014-09-03,798.0003430175781,1,0.16664834437490408,13.88888888888889,0,Bull,Bull
2014-09-04,798.5802429199218,1,0.16717672633161113,14.285714285714285,0,Bull,Bull
2014-09-05,799.2216430664063,1,0.16716664276649507,14.285714285714285,0,Bull,Bull
2014-09-08,799.861962890625,1,0.13583607851945634,0.3968253968253968,0,Bull,Bull
2014-09-09,800.2571826171875,1,0.16911176982749448,17.063492063492063,0,Bull,Bull
2014-09-10,800.472822265625,0,0.17096180165059896,18.253968253968253,0,Bear,Bear
2014-09-11,800.5683020019532,0,0.1736002548103589,19.841269841269842,0,Bear,Bear
2014-09-12,800.7110620117187,0,0.1769284208451959,21.428571428571427,0,Bear,Bear
2014-09-15,800.9283227539063,0,0.1746093073121221,20.634920634920633,0,Bear,Bear
2014-09-16,801.1495434570312,0,0.15274923753538372,7.142857142857142,0,Bear,Bear
2014-09-17,801.4362036132812,0,0.15247790072927891,6.746031746031746,0,Bear,Bear
2014-09-18,801.145263671875,0,0.16624020410022475,15.079365079365079,0,Bear,Bear
2014-09-19,800.6714831542969,0,0.16782424410605853,17.857142857142858,0,Bear,Bear
2014-09-22,800.1537023925781,0,0.1666109455366193,15.476190476190476,0,Bear,Bear
2014-09-23,799.7771630859374,0,0.14834215195661157,4.761904761904762,0,Bear,Bear
2014-09-24,798.9428833007812,0,0.1597733236900573,13.88888888888889,0,Bear,Bear
2014-09-25,797.7367028808594,0,0.15772209325581996,13.095238095238097,0,Bear,Bear
2014-09-26,796.4141625976563,0,0.15820951349852255,13.492063492063492,0,Bear,Bear
2014-09-29,794.8892016601562,0,0.15450847057316086,8.73015873015873,0,Bear,Bear
2014-09-30,793.5201220703125,0,0.15679709599495928,13.095238095238097,0,Bear,Bear
2014-10-01,791.8881213378907,0,0.15304571374579495,8.73015873015873,0,Bear,Bear
2014-10-02,790.2056616210938,0,0.14093306052358096,1.5873015873015872,0,Bear,Bear
2014-10-03,788.5764416503906,0,0.14682383213218414,3.968253968253968,0,Bear,Bear
2014-10-08,786.5942211914063,0,0.15406383117559266,9.920634920634921,0,Bear,Bear
2014-10-09,784.8708813476562,0,0.18565962132204297,29.761904761904763,0,Bear,Bear
2014-10-10,782.7261010742187,0,0.1982096616828325,38.492063492063494,0,Bear,Bear
2014-10-13,781.317861328125,0,0.2178994969192497,53.57142857142857,0,Bear,Bear
2014-10-14,779.8364013671875,0,0.21361619991556066,50.0,0,Bear,Bear
2014-10-15,778.4289416503906,0,0.2138499653039884,50.39682539682539,0,Bear,Bear
2014-10-16,777.2157409667968,0,0.20982672365568852,48.41269841269841,0,Bear,Bear
2014-10-17,776.4359411621094,0,0.21566226584101642,52.77777777777778,0,Bear,Bear
2014-10-20,775.9335620117188,0,0.21088300128592574,48.80952380952381,0,Bear,Bear
2014-10-21,775.6228015136719,1,0.21843083340263966,55.952380952380956,0,Bull,Bull
2014-10-22,775.7847009277343,1,0.2190970290430373,57.14285714285714,0,Bull,Bull
2014-10-23,776.1182019042968,1,0.226931219028686,61.904761904761905,0,Bull,Bull
2014-10-24,776.4779028320313,1,0.21318764405332888,50.39682539682539,0,Bull,Bull
2014-10-27,776.8110034179688,1,0.21027929613013271,48.80952380952381,0,Bull,Bull
2014-10-28,777.3904028320312,1,0.21010826461416737,48.41269841269841,0,Bull,Bull
2014-10-30,777.9017028808594,1,0.20978888099612952,47.61904761904761,0,Bull,Bull
2014-10-31,778.1624633789063,1,0.2105498127590018,48.80952380952381,0,Bull,Bull
2014-11-03,778.3946630859375,1,0.20770123064935422,46.42857142857143,0,Bull,Bull
2014-11-04,778.6568029785157,1,0.20564689567865124,45.63492063492063,0,Bull,Bull
2014-11-05,778.6621020507813,1,0.2178110192092683,56.34920634920635,0,Bull,Bull
2014-11-06,778.3116821289062,0,0.2163905136069563,54.36507936507936,0,Bear,Bear
2014-11-07,777.7523815917968,1,0.19015336657235363,32.93650793650794,0,Bull,Bull
2014-11-10,777.2075817871093,1,0.16766877862804638,22.22222222222222,0,Bull,Bull
2014-11-11,776.7207214355469,1,0.15336884196441358,9.920634920634921,0,Bull,Bull
2014-11-12,776.7371203613282,1,0.1708751149968277,24.6031746031746,0,Bull,Bull
2014-11-13,776.7473999023438,1,0.17095867160579775,25.396825396825395,0,Bull,Bull
2014-11-14,776.8477209472657,1,0.1685394918047752,23.41269841269841,0,Bull,Bull
2014-11-17,776.6892004394531,1,0.17148526042737836,26.984126984126984,0,Bull,Bull
2014-11-18,776.50998046875,1,0.171343534600387,26.58730158730159,0,Bull,Bull
2014-11-19,776.3636804199218,1,0.16321041473462966,18.253968253968253,0,Bull,Bull
2014-11-20,776.4261608886719,1,0.1670823794121501,21.03174603174603,0,Bull,Bull
2014-11-21,777.0664807128907,1,0.15914392007238992,16.666666666666664,0,Bull,Bull
2014-11-24,777.8067614746094,1,0.1589861514242474,16.666666666666664,0,Bull,Bull
2014-11-25,778.7195812988281,1,0.15803379899910233,16.26984126984127,0,Bull,Bull
2014-11-26,780.0040808105468,1,0.1592948319918827,18.253968253968253,0,Bull,Bull
2014-11-27,781.3581604003906,1,0.15948747343600655,18.650793650793652,0,Bull,Bull
2014-11-28,782.86498046875,1,0.16663498317600808,22.61904761904762,0,Bull,Bull
2014-12-01,784.3008203125,1,0.16284985899287158,20.238095238095237,0,Bull,Bull
2014-12-02,785.784580078125,1,0.1750204724522154,33.33333333333333,0,Bull,Bull
2014-12-03,787.3832202148437,1,0.1602003407084253,19.841269841269842,0,Bull,Bull
2014-12-04,789.2560607910157,1,0.14262557512957327,2.380952380952381,0,Bull,Bull
2014-12-05,790.9702600097656,1,0.15471261769168204,11.904761904761903,0,Bull,Bull
2014-12-08,792.895400390625,1,0.15626596251648697,15.079365079365079,0,Bull,Bull
2014-12-09,794.6827209472656,1,0.1701154294846366,30.158730158730158,0,Bull,Bull
2014-12-10,796.5815014648438,1,0.14967633949169976,6.746031746031746,0,Bull,Bull
2014-12-11,798.5960021972656,1,0.15006407801505375,7.142857142857142,0,Bull,Bull
2014-12-12,800.2537219238282,1,0.16569560471981598,24.206349206349206,0,Bull,Bull
2014-12-15,801.9837023925782,1,0.16322635819039827,23.41269841269841,0,Bull,Bull
2014-12-16,803.050341796875,0,0.22505380350063656,65.47619047619048,0,Bear,Bear
2014-12-17,804.3376013183594,1,0.23793421557980435,72.61904761904762,0,Bull,Bull
2014-12-18,806.3941418457031,1,0.2570931975928676,82.93650793650794,1,Recovery,Recovery
2014-12-19,808.0672619628906,1,0.2554051334795135,81.34920634920636,1,Recovery,Recovery
2014-12-22,810.3972021484375,1,0.2636609214820169,87.6984126984127,1,Recovery,Recovery
2014-12-23,812.2716625976562,1,0.26541034640561456,88.4920634920635,1,Recovery,Recovery
2014-12-24,814.298681640625,1,0.26411243244877797,88.09523809523809,1,Recovery,Recovery
2014-12-25,816.2923815917969,1,0.2635010255609472,87.6984126984127,1,Recovery,Recovery
2014-12-26,818.3666625976563,1,0.2555945734360821,81.74603174603175,1,Recovery,Recovery
2014-12-29,820.0803625488281,1,0.2577352817111608,84.12698412698413,1,Recovery,Recovery
2014-12-30,821.7215014648438,1,0.25371927116336107,80.55555555555556,1,Recovery,Recovery
2014-12-31,823.3366015625,1,0.25861662317291145,85.71428571428571,1,Recovery,Recovery
2015-01-02,824.8122216796875,1,0.25273093044426964,80.55555555555556,1,Recovery,Recovery
2015-01-05,826.20580078125,1,0.2525551964883706,80.55555555555556,1,Recovery,Recovery
2015-01-06,827.7043005371094,1,0.2520385250022826,80.55555555555556,1,Recovery,Recovery
2015-01-07,829.2125402832031,1,0.2446815453552503,76.98412698412699,0,Bull,Bull
2015-01-08,830.8326403808594,1,0.24590216770047632,77.77777777777779,0,Bull,Bull
2015-01-09,832.3826000976562,1,0.24538371475930498,77.77777777777779,0,Bull,Bull
2015-01-12,833.839599609375,1,0.23440748348398277,70.23809523809523,0,Bull,Bull
2015-01-13,835.4967199707031,1,0.23264105388010986,69.44444444444444,0,Bull,Bull
2015-01-14,836.9557800292969,1,0.1609427590475978,22.61904761904762,0,Bull,Bull
2015-01-15,838.7131201171875,1,0.15038164598426576,7.5396825396825395,0,Bull,Bull
2015-01-16,840.6943395996094,1,0.1183205674960473,0.3968253968253968,0,Bull,Bull
2015-01-19,842.7040795898438,1,0.11915871541829226,0.7936507936507936,0,Bull,Bull
2015-01-20,844.9954992675781,1,0.11091552616339964,0.3968253968253968,0,Bull,Bull
2015-01-21,847.3773791503907,1,0.10976695748465291,0.3968253968253968,0,Bull,Bull
2015-01-22,849.4789599609375,1,0.11033201867107832,0.7936507936507936,0,Bull,Bull
2015-01-23,851.4509606933593,1,0.1113027422258409,1.5873015873015872,0,Bull,Bull
2015-01-26,853.491220703125,1,0.11194953910153606,1.984126984126984,0,Bull,Bull
2015-01-27,855.6212805175782,1,0.10296015730553916,0.3968253968253968,0,Bull,Bull
2015-01-28,857.4236206054687,1,0.1125515317734108,2.7777777777777777,0,Bull,Bull
2015-01-29,858.8428601074219,1,0.1322140222433234,3.968253968253968,0,Bull,Bull
2015-01-30,860.1296398925781,1,0.1313251883085265,3.968253968253968,0,Bull,Bull
2015-02-02,861.41583984375,1,0.12870508397230465,3.968253968253968,0,Bull,Bull
2015-02-03,862.2671398925781,1,0.15846997907384122,24.206349206349206,0,Bull,Bull
