Date,Close,High,Low,Open,Volume,Ticker
2016-06-20,775.2269287109375,775.2839352461631,764.0009747447349,764.4579425490538,49800470000,XU100
2016-06-21,775.3099365234375,780.6019007985865,773.1739004266324,775.5899033084775,58224500000,XU100
2016-06-22,772.6708984375,779.9908670208348,771.3879462431407,776.8658835597885,44551030000,XU100
2016-06-23,779.8948364257812,783.5038260087716,772.1069140038229,775.497887168913,59835770000,XU100
2016-06-24,753.6559448242188,755.2819737306874,740.1630359873096,740.7340168221136,67221160000,XU100
2016-06-27,751.6080322265625,759.0749727935588,748.815017184047,754.5810389947917,74129300000,XU100
2016-06-28,769.2889404296875,770.9299229175558,758.5479696940802,758.5479696940802,61151130000,XU100
2016-06-29,767.1159057617188,773.8588507733357,763.5469550605837,767.4379255294649,73559770000,XU100
2016-06-30,768.1679077148438,773.6888744176297,764.9829271115507,769.161920977884,57670040000,XU100
2016-07-01,779.516845703125,779.516845703125,771.7718918224857,771.7718918224857,42726630000,XU100
2016-07-04,783.8728637695312,783.8728637695312,779.9968466943164,781.1998432544689,16693330000,XU100
2016-07-08,780.1908569335938,783.4668404828674,776.4948927083401,781.849844690288,46842580000,XU100
2016-07-11,792.3457641601562,792.9017914782328,786.2568072659799,786.2568072659799,54349740000,XU100
2016-07-12,811.4116821289062,811.4116821289062,792.4967440851763,793.6587862189164,85324680000,XU100
2016-07-13,813.212646484375,816.3866408010734,809.1676851292503,812.161687729318,72195710000,XU100
2016-07-14,825.8936157226562,826.9855898927948,815.9066693508905,817.6976754460526,64456120000,XU100
2016-07-15,828.2496337890625,828.2496337890625,822.3366402599108,823.8516468700183,53245270000,XU100
2016-07-18,769.5718994140625,811.0987173228436,754.2719929218225,807.5547298072481,129007510000,XU100
2016-07-19,761.7739868164062,783.3778764796011,758.4939748644905,762.1999489193541,112543900000,XU100
2016-07-20,749.0240478515625,767.8409037524997,745.9690713567877,765.0059578305908,84865050000,XU100
2016-07-21,715.9462280273438,741.963058287157,715.3712188595604,741.963058287157,95813040000,XU100
2016-07-22,717.3801879882812,728.0151416545376,704.2583089639909,727.2771694731213,84469090000,XU100
2016-07-25,741.736083984375,743.6190696733613,723.950166909248,724.2231757253912,68773920000,XU100
2016-07-26,736.8900756835938,748.3120122062872,732.0830943294364,747.7440220531373,68159740000,XU100
2016-07-27,750.7530517578125,750.7530517578125,737.5770959943087,739.7111179203919,73023560000,XU100
2016-07-28,752.43701171875,759.2389778079572,748.8370551138756,754.8199947597474,68085200000,XU100
2016-07-29,754.0509643554688,756.1499521656121,744.7360116767641,753.0609794098298,59035880000,XU100
